fabricante,modelo,ano_fabricacao,categoria,couro_interior,tipo_combustivel,km_rodados,cilindradas,tipo_transmissao,tracao_rodas,qtd_portas,posicao_volante,cor,airbags,volume_motor,tipo_motor,preco_total
MAZDA,CX-9,2016,Sedan,1,Petrol,154862,4,Automatic,4x4,4_portas,Left wheel,Red,12,2.5,Comum,4384
TOYOTA,PRIUS C YARIS IA,2015,Sedan,0,Petrol,43000,4,Automatic,Front,4_portas,Left wheel,Black,6,1.5,Comum,18157
BMW,X5,2000,Jeep,1,LPG,200000,6,Tiptronic,4x4,4_portas,Left wheel,Black,12,3.0,Comum,11917
BMW,320,2002,Hatchback,0,Petrol,0,4,Manual,Rear,2_portas,Left wheel,Grey,4,2.0,Comum,5959
MERCEDES-BENZ,GLK 350,2015,Jeep,1,Petrol,83891,6,Automatic,Rear,4_portas,Left wheel,Grey,12,3.5,Comum,7859
MERCEDES-BENZ,C 280,1997,Sedan,1,Petrol,219200,4,Automatic,Rear,4_portas,Left wheel,Green,0,2.8,Comum,7527
HYUNDAI,ELANTRA,2014,Sedan,0,Petrol,24000,4,Tiptronic,Front,4_portas,Left wheel,Red,12,1.8,Comum,18817
BMW,X5,2009,Sedan,1,Petrol,171382,6,Automatic,4x4,4_portas,Left wheel,Black,0,3.0,Comum,2032
TOYOTA,CAMRY,2017,Sedan,1,Petrol,63837,4,Automatic,Front,4_portas,Left wheel,Grey,12,2.5,Comum,15048
TOYOTA,PRIUS,2009,Sedan,0,Hybrid,181129,4,Automatic,Front,4_portas,Left wheel,Black,12,1.8,Comum,14677
KIA,OPTIMA,2014,Sedan,1,Petrol,36545,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,17416
SUBARU,LEGACY,2005,Sedan,0,Petrol,185000,4,Tiptronic,4x4,4_portas,Right-hand drive,Silver,8,2.0,Comum,4391
MERCEDES-BENZ,CL550 AMG,2007,Coupe,1,Petrol,171000,8,Automatic,Rear,2_portas,Left wheel,Black,12,5.5,Comum,35438
KIA,OPTIMA,2014,Sedan,1,Petrol,39265,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,17103
KIA,OPTIMA,2013,Sedan,1,Petrol,63000,4,Automatic,Front,4_portas,Left wheel,Silver,8,2.4,Comum,16118
BMW,535,2014,Sedan,1,Diesel,83600,6,Automatic,Rear,4_portas,Left wheel,Black,12,3.0,Comum,16439
SUBARU,OUTBACK 3.0,2004,Universal,0,CNG,133000,6,Tiptronic,4x4,4_portas,Right-hand drive,Silver,4,3.0,Comum,10976
MITSUBISHI,PAJERO,2004,Jeep,1,LPG,211000,5,Tiptronic,Front,4_portas,Left wheel,Silver,0,3.0,Comum,13172
HYUNDAI,SONATA,2014,Sedan,1,LPG,514170,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,9420
VOLKSWAGEN,PASSAT,2013,Sedan,1,Petrol,155283,4,Tiptronic,Front,4_portas,Left wheel,Carnelian red,12,2.5,Comum,11128
HYUNDAI,ELANTRA,2007,Sedan,1,Petrol,210239,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,11682
SSANGYONG,KORANDO,2012,Jeep,1,Diesel,112295,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,22595
MINI,COOPER,2011,Hatchback,1,Petrol,160000,4,Tiptronic,Front,2_portas,Left wheel,Orange,0,1.6,Comum,18817
CHEVROLET,CRUZE,2016,Sedan,1,Petrol,65600,4,Automatic,Front,4_portas,Left wheel,Black,10,1.4,Turbo,20407
HYUNDAI,SONATA,2013,Sedan,1,Petrol,107855,4,Tiptronic,Front,4_portas,Left wheel,Black,8,2.4,Comum,14864
KIA,OPTIMA,2012,Sedan,1,Petrol,156800,4,Tiptronic,Front,4_portas,Left wheel,White,10,2.4,Comum,20385
HYUNDAI,SONATA,2016,Sedan,1,LPG,284189,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,16572
MERCEDES-BENZ,SPRINTER,2006,Microbus,1,Diesel,300000,4,Manual,Rear,5_ou_mais_portas,Left wheel,White,2,2.2,Turbo,36065
OPEL,COMBO,2004,Goods wagon,0,Diesel,15000,4,Manual,Front,2_portas,Left wheel,White,2,1.7,Comum,8650
BMW,525,1998,Coupe,1,Petrol,11111,6,Tiptronic,Rear,2_portas,Left wheel,Silver,4,3.2,Comum,4737
BMW,330,2003,Sedan,1,Petrol,0,6,Manual,Rear,4_portas,Left wheel,Black,6,3.0,Comum,10036
MERCEDES-BENZ,A 170 AVANGARD,2004,Hatchback,1,Diesel,165000,4,Automatic,Front,4_portas,Left wheel,Grey,6,1.7,Comum,8467
TOYOTA,CAMRY,2012,Sedan,1,Hybrid,124000,6,Automatic,Front,4_portas,Left wheel,White,9,2.5,Comum,18030
HYUNDAI,SONATA,2015,Sedan,0,Petrol,102400,6,Automatic,Front,4_portas,Left wheel,Black,6,2.4,Comum,21285
HYUNDAI,SONATA,2015,Sedan,1,LPG,581040,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,10017
AUDI,Q7,2011,Sedan,1,Diesel,232554,6,Automatic,4x4,4_portas,Left wheel,Silver,0,3.0,Comum,3370
LEXUS,RX 350,2010,Jeep,1,Petrol,182618,6,Automatic,4x4,4_portas,Left wheel,White,12,3.5,Comum,2340
LEXUS,CT 200H F SPORT,2014,Hatchback,1,Hybrid,96000,4,Automatic,Front,4_portas,Left wheel,Grey,6,1.8,Comum,31361
TOYOTA,AQUA,2012,Hatchback,1,Petrol,85000,4,Automatic,Front,4_portas,Left wheel,White,4,1.5,Comum,13991
HYUNDAI,SONATA,2016,Sedan,1,Hybrid,71218,4,Automatic,Front,4_portas,Left wheel,Black,0,2.0,Comum,5449
TOYOTA,AQUA,2013,Hatchback,1,Petrol,165900,4,Automatic,Front,4_portas,Left wheel,Blue,4,1.5,Comum,11466
HYUNDAI,ELANTRA,2014,Sedan,1,Petrol,103543,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.6,Comum,26119
FIAT,PANDA,2005,Jeep,0,Petrol,28000,4,Manual,4x4,4_portas,Left wheel,Sky blue,6,1.2,Comum,10447
HONDA,FIT,2010,Hatchback,0,Petrol,113349,4,Variator,Front,4_portas,Right-hand drive,Brown,4,1.3,Comum,10976
MITSUBISHI,OUTLANDER SPORT,2016,Jeep,0,Petrol,73542,4,Automatic,Front,4_portas,Left wheel,Black,8,2.0,Comum,22687
TOYOTA,PRIUS C 1.5I,2012,Sedan,0,Hybrid,127200,4,Automatic,Front,4_portas,Left wheel,Brown,10,1.5,Comum,11636
NISSAN,NOTE,2005,Hatchback,0,Petrol,111111,4,Variator,Front,4_portas,Right-hand drive,Silver,6,1.5,Comum,8311
MERCEDES-BENZ,GLK 350,2014,Jeep,1,Petrol,111747,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,6228
BMW,X5,2009,Jeep,1,Diesel,262072,6,Automatic,4x4,4_portas,Left wheel,Grey,0,3.0,Comum,7834
MERCEDES-BENZ,GLE 350,2016,Jeep,1,Petrol,91493,6,Automatic,Rear,4_portas,Left wheel,Black,0,3.5,Comum,2042
LEXUS,CT 200H,2014,Hatchback,1,Hybrid,69500,4,Automatic,Front,4_portas,Left wheel,Red,12,1.8,Comum,33237
HONDA,ELYSION,2005,Minivan,0,LPG,171000,4,Variator,Front,4_portas,Right-hand drive,White,6,2.4,Comum,11917
MERCEDES-BENZ,A 160,2004,Hatchback,0,Petrol,0,4,Tiptronic,Front,4_portas,Left wheel,Black,6,1.6,Comum,6899
HYUNDAI,SONATA,2015,Sedan,1,LPG,348486,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,12996
MITSUBISHI,PAJERO,2008,Jeep,1,Petrol,278000,4,Automatic,4x4,4_portas,Left wheel,Silver,6,3.0,Comum,16500
CHEVROLET,CAPTIVA,2015,Jeep,1,Diesel,101331,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.2,Comum,26430
TOYOTA,CAMRY,2012,Sedan,1,Petrol,320000,4,Tiptronic,Front,4_portas,Left wheel,Black,12,2.5,Comum,22734
HYUNDAI,SONATA,2010,Sedan,0,Petrol,87000,4,Tiptronic,Front,4_portas,Left wheel,White,8,2.4,Comum,15367
SSANGYONG,REXTON,2013,Jeep,1,Diesel,101335,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,32089
MITSUBISHI,PAJERO,2002,Jeep,0,CNG,190000,6,Automatic,4x4,4_portas,Right-hand drive,Black,6,3.5,Comum,12544
HYUNDAI,ELANTRA,2014,Sedan,1,Diesel,78836,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,14954
MITSUBISHI,OUTLANDER,2012,Jeep,0,Petrol,103000,4,Variator,Front,4_portas,Left wheel,Grey,12,2.0,Comum,21027
BMW,328,2010,Coupe,1,Petrol,10000,6,Tiptronic,Rear,4_portas,Left wheel,Black,10,3.0,Comum,9711
TOYOTA,PRIUS,2007,Hatchback,1,Hybrid,182400,4,Automatic,Front,4_portas,Left wheel,Red,10,1.5,Comum,14113
SSANGYONG,ACTYON,2010,Jeep,1,Diesel,59900,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,18778
KIA,OPTIMA EX,2016,Sedan,1,Petrol,864000,4,Tiptronic,Front,4_portas,Left wheel,Grey,10,2.4,Comum,23945
MERCEDES-BENZ,GL 320,2007,Jeep,1,Diesel,172000,4,Automatic,4x4,4_portas,Left wheel,Black,12,3.2,Comum,36065
MERCEDES-BENZ,C 220,1996,Sedan,0,Diesel,136000,4,Manual,Rear,4_portas,Left wheel,Blue,0,2.2,Comum,5018
HYUNDAI,SONATA,2016,Sedan,1,LPG,354569,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,10927
TOYOTA,YARIS,2019,Sedan,1,Petrol,27656,4,Automatic,Front,4_portas,Left wheel,White,12,1.5,Comum,5691
TOYOTA,CAMRY,2014,Sedan,1,Hybrid,109798,4,Automatic,Front,4_portas,Left wheel,White,12,2.5,Comum,5882
TOYOTA,PRIUS,2013,Hatchback,0,Hybrid,138000,4,Automatic,Front,4_portas,Left wheel,Green,6,1.8,Comum,20029
TOYOTA,PRIUS,2012,Hatchback,0,Hybrid,156800,4,Automatic,Front,4_portas,Left wheel,Silver,8,1.8,Comum,21953
MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,119379,6,Automatic,4x4,4_portas,Left wheel,Silver,12,3.5,Comum,17793
FORD,FUSION,2015,Sedan,0,Petrol,137600,4,Automatic,Front,4_portas,Left wheel,Black,8,2.5,Comum,17869
TOYOTA,PRIUS,2012,Hatchback,0,Plug-in Hybrid,134400,4,Variator,Front,4_portas,Left wheel,Silver,9,1.8,Comum,25716
HYUNDAI,SONATA,2016,Sedan,1,LPG,276687,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,16572
AUDI,Q5,2012,Jeep,1,Petrol,157464,4,Automatic,4x4,4_portas,Left wheel,Silver,0,2.0,Comum,8796
VOLKSWAGEN,CADDY,2007,Goods wagon,0,Diesel,210000,4,Manual,Front,5_ou_mais_portas,Left wheel,Blue,2,2.0,Comum,10036
VOLKSWAGEN,GOLF TDI,2012,Sedan,1,Diesel,142000,4,Automatic,Front,4_portas,Left wheel,Grey,8,2.0,Turbo,21639
HYUNDAI,TUCSON,2011,Jeep,1,Diesel,93290,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,28653
NISSAN,TIIDA,2005,Sedan,0,Petrol,1111,4,Automatic,Front,4_portas,Right-hand drive,White,0,1.5,Comum,8154
MITSUBISHI,COLT,2003,Sedan,0,Petrol,140000,4,Automatic,4x4,4_portas,Right-hand drive,Black,0,1.5,Comum,7527
AUDI,A7,2014,Hatchback,1,Petrol,140507,6,Automatic,4x4,4_portas,Left wheel,Silver,0,3.0,Comum,3816
TOYOTA,CAMRY,2012,Sedan,1,Hybrid,156518,4,Automatic,Front,4_portas,Left wheel,White,12,2.5,Comum,4388
CHEVROLET,MALIBU,2014,Sedan,1,Petrol,115131,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,29247
FORD,FUSION,2013,Sedan,0,Petrol,152000,4,Tiptronic,Front,4_portas,Left wheel,White,10,1.6,Comum,19347
MITSUBISHI,PAJERO IO,2000,Jeep,0,Petrol,97000,4,Automatic,4x4,4_portas,Left wheel,Silver,2,2.0,Comum,10349
HYUNDAI,I30,2009,Hatchback,1,Diesel,75125,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.6,Comum,11139
HYUNDAI,ELANTRA,2016,Sedan,1,LPG,33091,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,19233
HYUNDAI,SONATA,2014,Sedan,1,LPG,665558,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,10988
HYUNDAI,H1,2014,Minivan,1,Diesel,273500,4,Automatic,Front,4_portas,Left wheel,Black,4,2.5,Comum,26540
BMW,530,2009,Sedan,1,Diesel,0,6,Tiptronic,Rear,4_portas,Left wheel,Black,12,3.0,Turbo,23521
TOYOTA,HIGHLANDER,2012,Jeep,1,Hybrid,0,6,Automatic,4x4,4_portas,Left wheel,Grey,12,3.5,Comum,1607
TOYOTA,PRIUS,2008,Hatchback,0,Petrol,13000,4,Automatic,Front,4_portas,Left wheel,White,12,1.5,Comum,10879
KIA,OPTIMA,2016,Sedan,1,Petrol,30088,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,20961
NISSAN,SERENA,2010,Minivan,1,Petrol,110415,4,Automatic,Front,4_portas,Right-hand drive,Carnelian red,2,2.0,Comum,14500
SUBARU,XV,2014,Jeep,1,Hybrid,123472,4,Automatic,4x4,4_portas,Left wheel,White,12,2.0,Comum,4253
KIA,SPORTAGE,2008,Jeep,1,Diesel,189330,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,8927
HYUNDAI,SONATA,2013,Sedan,1,LPG,68633,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,7539
TOYOTA,AQUA,2013,Hatchback,1,Petrol,22878,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.5,Comum,18924
OPEL,ZAFIRA,2005,Minivan,0,Petrol,160000,4,Manual,Front,4_portas,Left wheel,Silver,2,1.6,Comum,14113
HYUNDAI,ELANTRA,2012,Sedan,0,Petrol,113600,4,Tiptronic,Front,4_portas,Left wheel,White,8,1.8,Comum,14699
HYUNDAI,SONATA,2014,Sedan,1,LPG,531500,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,7068
MITSUBISHI,DELICA,2000,Minivan,0,Petrol,204000,4,Automatic,4x4,5_ou_mais_portas,Right-hand drive,White,2,3.0,Comum,13172
TOYOTA,PRIUS,2018,Sedan,1,Hybrid,16566,4,Automatic,Front,4_portas,Left wheel,Red,12,1.8,Comum,16771
TOYOTA,HIGHLANDER,2012,Jeep,1,Petrol,140966,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,24579
VOLKSWAGEN,PASSAT,2013,Sedan,1,Petrol,84000,6,Tiptronic,Front,4_portas,Left wheel,White,12,2.5,Comum,17714
HYUNDAI,SONATA,2016,Sedan,1,LPG,299337,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,14063
HONDA,FIT,2011,Hatchback,0,Hybrid,121000,4,Variator,Front,4_portas,Right-hand drive,White,4,1.3,Comum,11917
HYUNDAI,SONATA,2014,Sedan,1,LPG,496592,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,12243
CHEVROLET,CAPTIVA,2008,Jeep,1,Diesel,54278,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,8934
HYUNDAI,TUCSON,2017,Jeep,1,Diesel,100628,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.7,Comum,35713
JEEP,PATRIOT LATITUDE,2014,Jeep,1,Petrol,66534,4,Automatic,4x4,4_portas,Left wheel,Black,8,2.0,Comum,15379
CHEVROLET,KALOS,2007,Hatchback,0,Petrol,126000,4,Manual,Front,2_portas,Left wheel,Blue,4,1.4,Comum,7514
KIA,OPTIMA,2013,Sedan,1,Petrol,50338,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,10989
TOYOTA,CAMRY,2018,Sedan,1,Petrol,31904,4,Automatic,Front,4_portas,Left wheel,Blue,12,2.5,Comum,12774
TOYOTA,PRIUS,2012,Hatchback,1,Hybrid,198400,4,Variator,Front,4_portas,Left wheel,Grey,5,1.8,Comum,21953
AUDI,A4 SLINE,2008,Sedan,1,Petrol,240000,4,Tiptronic,Front,4_portas,Left wheel,Blue,10,2.0,Turbo,11760
VOLKSWAGEN,JETTA,2012,Sedan,1,Petrol,70000,5,Automatic,Front,4_portas,Left wheel,White,10,2.5,Turbo,11757
CHEVROLET,LACETTI,2009,Sedan,1,Petrol,127938,4,Automatic,Front,4_portas,Left wheel,Black,4,1.6,Comum,13651
CHEVROLET,SPARK,2012,Sedan,1,Petrol,144265,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.0,Comum,7858
CHEVROLET,MALIBU,2018,Sedan,1,Petrol,6500,4,Tiptronic,Front,4_portas,Left wheel,Grey,10,1.5,Comum,34331
HYUNDAI,ELANTRA,2011,Sedan,1,Petrol,115934,4,Automatic,Front,4_portas,Left wheel,Black,4,1.6,Comum,20588
CHEVROLET,SPARK,2012,Hatchback,1,Petrol,100000,4,Tiptronic,Front,4_portas,Left wheel,Black,12,1.2,Comum,9515
NISSAN,MARCH,2005,Hatchback,0,LPG,212000,4,Automatic,Front,4_portas,Right-hand drive,Black,2,1.3,Comum,7840
TOYOTA,CAMRY,2012,Sedan,0,Petrol,75000,4,Tiptronic,Front,4_portas,Left wheel,White,8,2.5,Comum,23675
SSANGYONG,REXTON,2009,Jeep,1,Diesel,148654,4,Automatic,Front,4_portas,Left wheel,Black,4,2.7,Comum,23571
HYUNDAI,ELANTRA,2010,Sedan,1,Petrol,38193,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,20953
TOYOTA,4RUNNER,2005,Jeep,0,Petrol,201500,8,Automatic,4x4,4_portas,Left wheel,Black,4,4.7,Comum,28225
HYUNDAI,TUCSON,2016,Jeep,1,Diesel,100267,4,Automatic,Front,4_portas,Left wheel,White,4,1.7,Comum,37999
TOYOTA,PRIUS,2014,Hatchback,0,Hybrid,169600,4,Variator,Front,4_portas,Left wheel,Silver,8,1.8,Comum,20065
HONDA,PILOT,2011,Jeep,1,Petrol,161602,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,3210
CHEVROLET,CRUZE,2009,Sedan,1,Petrol,52546,4,Automatic,Front,4_portas,Left wheel,Black,4,1.6,Comum,8630
CHEVROLET,MALIBU LT,2016,Sedan,0,Petrol,112000,4,Tiptronic,Front,4_portas,Left wheel,White,12,1.5,Turbo,27347
MITSUBISHI,DELICA,2000,Minivan,1,LPG,161000,6,Automatic,4x4,4_portas,Right-hand drive,White,2,3.0,Comum,12544
MERCEDES-BENZ,E 270,2002,Sedan,1,Diesel,111111111,6,Tiptronic,Rear,4_portas,Left wheel,Silver,6,2.7,Turbo,10976
CHEVROLET,CRUZE LT,2017,Sedan,1,Petrol,21834,4,Automatic,Front,4_portas,Left wheel,Black,8,1.4,Turbo,20025
FORD,TRANSIT,2004,Microbus,0,Diesel,125000,4,Manual,Front,2_portas,Left wheel,Blue,4,2.0,Comum,12231
CHEVROLET,CRUZE,2009,Sedan,1,Petrol,177839,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,5964
CHEVROLET,VOLT,2017,Hatchback,1,Hybrid,77222,4,Automatic,Front,4_portas,Left wheel,Silver,12,1.5,Comum,13554
HYUNDAI,H1,2014,Minivan,1,Diesel,208284,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.5,Comum,32191
LEXUS,GX 460,2010,Jeep,1,Petrol,275240,8,Automatic,4x4,4_portas,Left wheel,Silver,0,4.6,Comum,17492
BMW,X5,2004,Jeep,1,Diesel,317000,4,Tiptronic,4x4,4_portas,Left wheel,Beige,12,3.0,Comum,17249
KIA,OPTIMA,2015,Sedan,1,Petrol,57960,4,Automatic,Front,4_portas,Left wheel,Silver,12,2.4,Comum,5291
HONDA,RIDGELINE,2009,Pickup,1,Petrol,256000,6,Automatic,4x4,4_portas,Left wheel,White,6,3.5,Comum,30420
OPEL,ASTRA,2000,Goods wagon,0,CNG,135000,4,Manual,Front,4_portas,Right-hand drive,Silver,2,1.6,Comum,6947
KIA,OPTIMA,2013,Sedan,1,Petrol,0,4,Tiptronic,Front,4_portas,Left wheel,White,0,2.0,Comum,13240
JEEP,GRAND CHEROKEE,2012,Jeep,1,Petrol,237206,6,Automatic,Front,4_portas,Left wheel,Black,12,3.6,Comum,3203
HYUNDAI,TUCSON,2016,Jeep,0,Petrol,31000,4,Tiptronic,Front,4_portas,Left wheel,Black,10,2.0,Comum,36643
TOYOTA,TACOMA,2020,Sedan,1,Petrol,1669,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,33492
TOYOTA,PRIUS V,2012,Hatchback,0,Hybrid,68846,4,Automatic,Front,4_portas,Left wheel,Red,8,1.8,Comum,19403
HYUNDAI,H1,2014,Minivan,1,Diesel,115474,4,Automatic,Front,4_portas,Left wheel,White,4,2.5,Comum,31527
CHEVROLET,ORLANDO,2012,Jeep,1,Diesel,229276,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,14638
TOYOTA,AQUA,2015,Hatchback,1,Hybrid,127834,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.5,Comum,8471
SSANGYONG,REXTON,2015,Jeep,1,Diesel,123303,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,36984
OPEL,VECTRA,1998,Sedan,0,CNG,250000,4,Manual,Front,4_portas,Left wheel,White,4,1.8,Comum,3920
MERCEDES-BENZ,E 350,2011,Coupe,1,Diesel,170429,6,Automatic,Rear,2_portas,Left wheel,Silver,12,3.5,Comum,17166
CHEVROLET,VOLT,2011,Hatchback,1,Hybrid,288778,4,Automatic,Front,4_portas,Left wheel,Black,0,1.4,Comum,3187
OPEL,VECTRA,2007,Universal,1,Diesel,128000,4,Manual,Front,4_portas,Left wheel,Grey,6,1.9,Comum,12204
BMW,328,2014,Sedan,1,Petrol,58173,4,Automatic,Rear,4_portas,Left wheel,Black,0,2.0,Comum,24160
LEXUS,CT 200H,2015,Hatchback,1,Hybrid,94949,4,Automatic,Front,4_portas,Left wheel,White,0,1.8,Comum,17288
TOYOTA,PRIUS,2012,Hatchback,0,Hybrid,212000,4,Variator,Front,4_portas,Left wheel,Black,9,1.8,Comum,16580
MITSUBISHI,PAJERO IO,2001,Jeep,0,Petrol,98000,4,Automatic,4x4,2_portas,Left wheel,Silver,4,2.0,Comum,10000
HONDA,ODYSSEY,2019,Sedan,1,Petrol,13994,6,Automatic,Front,4_portas,Left wheel,Black,12,3.5,Comum,21577
CHEVROLET,SONIC,2016,Sedan,1,Petrol,78000,4,Tiptronic,Front,4_portas,Left wheel,White,10,1.4,Comum,21650
KIA,OPTIMA,2013,Sedan,1,Petrol,61860,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,9107
TOYOTA,PRIUS,2010,Hatchback,0,Hybrid,169600,4,Automatic,Front,4_portas,Left wheel,Silver,10,1.8,Comum,14874
OPEL,ASTRA,2001,Hatchback,0,Petrol,1000,4,Manual,Front,4_portas,Right-hand drive,Silver,6,1.8,Comum,3763
VOLKSWAGEN,PASSAT,2012,Sedan,1,Petrol,179200,6,Tiptronic,Front,4_portas,Left wheel,Carnelian red,8,2.5,Comum,10189
MERCEDES-BENZ,C 280,1998,Sedan,1,LPG,207917,6,Automatic,Rear,4_portas,Left wheel,Black,4,3.2,Comum,2500
NISSAN,JUKE,2015,Jeep,1,Petrol,51000,4,Tiptronic,4x4,4_portas,Left wheel,Black,12,1.6,Comum,28854
BMW,X5,2015,Jeep,1,Petrol,204461,6,Automatic,4x4,4_portas,Left wheel,White,0,3.0,Comum,17098
HYUNDAI,GRANDEUR,2011,Sedan,1,LPG,42561,4,Automatic,Front,4_portas,Left wheel,Silver,4,3.0,Comum,10740
TOYOTA,PRIUS,2012,Sedan,1,Hybrid,118000,4,Automatic,Front,4_portas,Left wheel,Grey,12,1.8,Comum,21912
HONDA,FIT,2010,Hatchback,0,Petrol,2000,4,Automatic,Front,4_portas,Left wheel,Blue,4,1.5,Comum,11625
MITSUBISHI,GALANT,1997,Sedan,1,CNG,11111,4,Manual,Front,4_portas,Left wheel,Green,4,2.0,Comum,4704
TOYOTA,HIGHLANDER,2011,Jeep,1,Hybrid,342622,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,2740
BMW,328,2013,Sedan,1,Petrol,176000,4,Tiptronic,Rear,4_portas,Left wheel,Black,8,2.0,Turbo,27924
MERCEDES-BENZ,C 180,2014,Sedan,1,Petrol,102400,4,Automatic,Rear,2_portas,Left wheel,Red,12,1.8,Turbo,30377
MERCEDES-BENZ,GLE 350,2017,Jeep,1,Petrol,55403,6,Automatic,Rear,4_portas,Left wheel,Black,0,3.5,Comum,9241
BMW,X5,2004,Universal,1,Petrol,255000,6,Automatic,4x4,4_portas,Left wheel,Silver,8,3.0,Comum,16935
OPEL,ASTRA,2002,Hatchback,0,Petrol,190000,4,Manual,Front,4_portas,Left wheel,Silver,4,1.8,Comum,8154
HYUNDAI,H1,2011,Minivan,1,Diesel,124444,4,Automatic,Front,4_portas,Left wheel,Yellow,4,2.5,Comum,23756
TOYOTA,PRIUS,2013,Hatchback,1,Hybrid,91200,4,Automatic,Front,4_portas,Left wheel,Blue,0,1.8,Comum,19444
KIA,OPTIMA,2016,Sedan,1,Petrol,134598,4,Automatic,Front,4_portas,Left wheel,Black,12,2.4,Comum,2149
FORD,FOCUS,2012,Hatchback,0,Petrol,139200,4,Automatic,Front,4_portas,Left wheel,Grey,10,2.0,Comum,9737
FORD,FUSION TITANIUM,2015,Sedan,1,Petrol,111694,4,Automatic,Front,4_portas,Left wheel,Pink,8,2.0,Turbo,19425
HYUNDAI,ELANTRA,2012,Sedan,1,Petrol,120334,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,19357
HYUNDAI,SONATA,2013,Sedan,1,Hybrid,216208,4,Automatic,Front,4_portas,Left wheel,Blue,0,2.4,Comum,1927
TOYOTA,PRIUS,2014,Hatchback,0,Hybrid,118856,4,Automatic,Front,4_portas,Left wheel,White,0,1.8,Comum,19125
TOYOTA,PRIUS V HIBRID,2011,Sedan,1,Hybrid,159000,4,Automatic,Front,4_portas,Left wheel,Silver,12,1.8,Comum,21030
MERCEDES-BENZ,CLS 500,2006,Sedan,1,Petrol,125000,8,Tiptronic,Rear,4_portas,Left wheel,Black,0,5.0,Comum,16115
DAEWOO,LACETTI,2010,Sedan,1,Petrol,71479,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.8,Comum,7504
TOYOTA,AQUA,2012,Hatchback,1,Petrol,175200,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.5,Comum,12470
CHEVROLET,ORLANDO,2012,Jeep,1,Diesel,164745,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.0,Comum,18980
TOYOTA,HIGHLANDER,2009,Sedan,1,Hybrid,297378,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,2251
VOLKSWAGEN,JETTA,2000,Sedan,0,LPG,33000,4,Manual,Front,4_portas,Left wheel,Carnelian red,4,2.0,Comum,6115
HYUNDAI,TUCSON,2017,Jeep,1,Diesel,80000,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,39174
